report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,2023-12-29T17:00:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),3.73,East,North,East,0,FEET,LEVEL,UNIVERSITY BLVD W,County,DENNIS AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2583003S,230074198,Montgomery County Police,Injury Crash,2023-12-29T16:40:00.000,No,1,2,No,,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,N/A,UNKNOWN,OFF ROAD,FIXED OBJECT,TREE SHRUBBERY,County,1.11,North,North,South,0.3,MILE,LEVEL,ELMER SCHOOL RD,County,CLUB HOLLOW RD,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3123006Q,230074174,Montgomery County Police,Injury Crash,2023-12-29T16:31:00.000,No,1,2,No,,NONMOTORIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,BICYCLE,N/A,N/A,County,0,East,East,East,0,FEET,LEVEL,MEDICAL CENTER DR,County,GREAT SENECA HWY,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",BICYCLIST,N/A,
MCP23390096,230074180,Montgomery County Police,Property Damage Crash,2023-12-29T16:25:00.000,Yes,0,0,Yes,PARKING LOT OF 3860 INTERNATIONAL DR,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,N/A,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
EJ78520094,230074177,Gaithersburg Police Depar,Property Damage Crash,2023-12-29T16:11:00.000,No,1,2,No,,UNKNOWN,OTHER,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),2.91,North,North,North,0,FEET,N/A,QUINCE ORCHARD RD,Municipality,FIRSTFIELD RD,GAITHERSBURG,DRY,INTERSECTION,OTHER,,N/A,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3256002S,230074164,Montgomery County Police,Property Damage Crash,2023-12-29T14:53:00.000,No,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.51,East,East,East,25,FEET,LEVEL,BROADBIRCH DR,County,PLUM ORCHARD DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP23390095,230074166,Montgomery County Police,Property Damage Crash,2023-12-29T14:19:00.000,Yes,2,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,Municipality,3.35,East,East,East,0,FEET,LEVEL,E GUDE DR,Municipality,TAFT ST,ROCKVILLE,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP28440079,230074136,Montgomery County Police,Property Damage Crash,2023-12-29T12:05:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,N/A,N/A,OTHER,County,0.11,West,East,West,100,FEET,LEVEL,LONGMEAD CROSSING DR,County,VILLAGE GATE DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ7887003Q,230074270,Gaithersburg Police Depar,Injury Crash,2023-12-29T12:00:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),2.103,North,South,North,0,FEET,LEVEL,GREAT SENECA HWY,Municipality,KENTLANDS BLVD,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP27710036,230074140,Montgomery County Police,Injury Crash,2023-12-29T10:03:00.000,No,0,0,Yes,PARKING LOT IN FRONT OF GIANT FOOD STORE AT 13781 CONNECTICUT AVENUE,DRIVER,OTHER,CLOUDY,DAYLIGHT,NO CONTROLS,N/A,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP3362002H,230073958,Montgomery County Police,Property Damage Crash,2023-12-29T09:10:00.000,Yes,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,N/A,N/A,County,0.7,South,North,South,500,FEET,LEVEL,CRESTHAVEN DR,County,DEVERE DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ7887003P,230074110,Gaithersburg Police Depar,Injury Crash,2023-12-29T08:40:00.000,No,2,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),16.28,North,South,North,0,FEET,LEVEL,FREDERICK RD,Municipality,TRAVIS AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP29650082,230074101,Montgomery County Police,Property Damage Crash,2023-12-29T05:42:00.000,Yes,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,PARKED VEHICLE,PARKED VEHICLE,N/A,County,0,West,West,West,50,FEET,LEVEL,BROOM DR,County,WICKHAM RD,N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
DD5662000P,230074099,Rockville Police Departme,Property Damage Crash,2023-12-29T04:50:00.000,No,1,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,N/A,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),9.17,North,North,North,10,FEET,LEVEL,ROCKVILLE PIKE,Maryland (State),VEIRS MILL RD,N/A,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",,,
MCP291400FD,230074078,Montgomery County Police,Injury Crash,2023-12-28T22:01:00.000,No,1,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),3.46,North,North,North,0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,POWDER MILL RD,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3037005Q,230074072,Montgomery County Police,Property Damage Crash,2023-12-28T20:48:00.000,No,1,1,No,,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,CURB,Maryland (State),8.06,East,East,East,5,FEET,LEVEL,CLOPPER RD,Maryland (State),GREAT SENECA HWY,N/A,DRY,OTHER,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
HA23250003,23002427,Maryland-National Capital,Property Damage Crash,2023-12-28T20:15:00.000,No,0,0,Yes,"VEH. LEFT ROADWAY, STRUCK 3 LARGE ROCKS",DRIVER,SINGLE VEHICLE,N/A,DARK NO LIGHTS,N/A,N/A,FIXED OBJECT,N/A,OTHER,,,,,,,,,,,,,,,,,,,,,,
DM8494003P,230074062,Takoma Park Police Depart,Property Damage Crash,2023-12-28T19:40:00.000,No,2,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),1.65,East,Unknown,East,0,FEET,LEVEL,MONTROSE RD,Municipality,TOWER OAKS BLVD,ROCKVILLE,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,OTHER,,,
MCP3360001F,230074056,Montgomery County Police,Property Damage Crash,2023-12-28T19:03:00.000,No,3,4,No,,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,N/A,CURB,County,0,South,South,South,0,FEET,LEVEL,MIDCOUNTY HWY,Maryland (State),WOODFIELD RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3295003H,230074051,Montgomery County Police,Injury Crash,2023-12-28T18:06:00.000,Yes,0,2,No,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),4.31,East,West,East,0,FEET,LEVEL,SANDY SPRING RD,County,MCKNEW RD,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,UNKNOWN
MCP31930059,230074045,Montgomery County Police,Injury Crash,2023-12-28T17:55:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),3.58,North,South,North,0,FEET,LEVEL,GEORGIA AVE,County,BLUERIDGE AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3244002X,230074019,Montgomery County Police,Property Damage Crash,2023-12-28T15:08:00.000,No,1,1,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.39,East,East,East,20,FEET,LEVEL,FENTON ST,County,BONIFANT ST,N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3170003T,230074035,Montgomery County Police,Property Damage Crash,2023-12-28T15:01:00.000,Yes,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,STOP SIGN,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,County,0,South,North,South,10,FEET,LEVEL,LOCBURY DR,County,WATERS LANDING DR,N/A,DRY,N/A,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ78980026,230074010,Gaithersburg Police Depar,Property Damage Crash,2023-12-28T14:25:00.000,Yes,1,2,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,Maryland (State),15.03,North,South,North,0,FEET,LEVEL,FREDERICK RD,Municipality,ODENDHAL AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2212004Q,230074008,Montgomery County Police,Property Damage Crash,2023-12-28T13:58:00.000,No,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,County,2.13,West,West,West,0,FEET,LEVEL,BEL PRE RD,County,CHESTERFIELD RD,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3350002H,230074012,Montgomery County Police,Property Damage Crash,2023-12-28T13:58:00.000,No,1,1,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.78,North,South,South,100,FEET,GRADE DOWNHILL,LELAND ST,County,VALE ST,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ7858008M,230073974,Gaithersburg Police Depar,Injury Crash,2023-12-28T11:25:00.000,No,1,2,No,,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,UNKNOWN,FIXED OBJECT,FIXED OBJECT,GUARDRAIL OR BARRIER,Interstate (State),9.75,North,East,North,0,FEET,HILL CREST,EISENHOWER MEMORIAL HWY,Ramp,RAMP 5 FR IS 270 SB TO IS 370 EB,N/A,WET,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,,,
MCP27710035,230073971,Montgomery County Police,Property Damage Crash,2023-12-28T10:54:00.000,No,3,3,No,,DRIVER,SAME DIRECTION RIGHT TURN,RAINING,DAYLIGHT,NO CONTROLS,N/A,OTHER VEHICLE,N/A,N/A,Maryland (State),7.1,North,South,North,0,FEET,GRADE DOWNHILL,GEORGIA AVE,Unknown,ENT TO BUSINESS,N/A,WET,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
DD559500FJ,230073966,Rockville Police Departme,Property Damage Crash,2023-12-28T10:40:00.000,No,0,0,Yes,PARKING LOT OF 15801 FREDERICK RD,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,N/A,NONE DETECTED,FIXED OBJECT,N/A,OTHER,,,,,,,,,,,,,,,,,,,,,,
MCP28140046,230073956,Montgomery County Police,Property Damage Crash,2023-12-28T09:25:00.000,No,0,1,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,Ramp,0.26,South,East,North,0.5,MILE,GRADE DOWNHILL,RAMP 5 FR IS 270 SB TO IS 370 EB,Ramp,RAMP 8 FR RAMP 5 TO RAMP 1 (TO IS370),N/A,WET,INTERCHANGE RELATED,N/A,ON RAMP MID AREA,CURVE LEFT,NO DEFECTS,N/A,,,ON RAMP
MCP31650051,230073948,Montgomery County Police,Property Damage Crash,2023-12-28T08:30:00.000,No,2,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAWN,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,US (State),7.68,North,North,South,50,FEET,LEVEL,COLUMBIA PIKE,County,FAIRLAND RD,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP28180051,230073940,Montgomery County Police,Property Damage Crash,2023-12-28T07:20:00.000,No,3,3,No,,DRIVER,OTHER,RAINING,DAWN,YIELD SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),19.48,East,West,West,30,FEET,LEVEL,KEY WEST AVE,Unknown,SPUR FR SHADY GROVE RD,N/A,WET,INTERSECTION RELATED,OTHER,,CURVE RIGHT,NO DEFECTS,OTHER,,,
MCP242500J2,230073939,Montgomery County Police,Property Damage Crash,2023-12-28T07:03:00.000,No,0,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,1.42,West,East,West,0,FEET,DIP SAG,BEL PRE RD,County,CONNECTICUT AVE,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,LEFT TURN LANE
MCP29910096,230073938,Montgomery County Police,Injury Crash,2023-12-28T06:30:00.000,No,1,2,No,,DRIVER,OTHER,RAINING,DAWN,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),9.98,North,North,North,0.1,FEET,LEVEL,NEW HAMPSHIRE AVE,County,BRIGGS CHANEY RD,N/A,WET,N/A,OTHER,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP23350024,230073936,Montgomery County Police,Injury Crash,2023-12-28T05:25:00.000,No,3,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.45,South,North,South,0,FEET,LEVEL,RIDGE RD,County,OBSERVATION DR,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3277003D,230073934,Montgomery County Police,Property Damage Crash,2023-12-28T05:09:00.000,No,0,3,No,,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,CURB,County,0.72,North,East,North,150,FEET,LEVEL,WATKINS MILL RD,Unknown,END BRIDGE,N/A,WET,INTERCHANGE RELATED,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,MEDIAN AREA
HA24930006,23002420,Maryland-National Capital,Injury Crash,2023-12-28T00:56:00.000,No,0,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,3.97,East,West,East,0,FEET,LEVEL,RANDOLPH RD,County,GLENALLAN AVE,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,MEDIAN AREA
MCP2582004Y,230073926,Montgomery County Police,Property Damage Crash,2023-12-27T23:46:00.000,No,1,1,No,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,RAINING,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,County,2.175,West,West,East,200,FEET,GRADE DOWNHILL,BONIFANT RD,County,BONIFIANT PARK DR,N/A,WET,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
DM85220015,230073912,Takoma Park Police Depart,Property Damage Crash,2023-12-27T20:50:00.000,Yes,2,2,No,,DRIVER,OTHER,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,,0,,East,East,60,FEET,LEVEL,UNIVERSITY BLVD E,,NEW HAMPSHIRE AVE,N/A,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP32490059,230073909,Montgomery County Police,Property Damage Crash,2023-12-27T20:06:00.000,No,2,3,No,,UNKNOWN,HEAD ON LEFT TURN,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,County,3.42,East,West,East,0,FEET,LEVEL,BRIGGS CHANEY RD,Unknown,ENT TO BRIGGS CHANEY OUTLETS,N/A,WET,INTERSECTION,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP1233005G,230073906,Montgomery County Police,Injury Crash,2023-12-27T19:42:00.000,No,1,1,No,,DRIVER,N/A,RAINING,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,PEDESTRIAN,N/A,N/A,County,0.49,East,North,East,0,FEET,LEVEL,HAMPDEN LA,County,ARLINGTON RD,N/A,WET,INTERSECTION,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",PEDESTRIAN,NONE DETECTED,
MCP3325002P,230073904,Montgomery County Police,Injury Crash,2023-12-27T19:21:00.000,No,1,1,No,,DRIVER,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,BUILDING,County,0.71,North,North,North,20,FEET,LEVEL,GALWAY DR,County,FAIRLAND RD,N/A,WET,OTHER,ROUNDABOUT,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3262003T,230073905,Montgomery County Police,Property Damage Crash,2023-12-27T19:09:00.000,No,1,1,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,County,1.85,North,North,North,10,FEET,OTHER,GREENCASTLE RD,Unknown,GATEWAY TER,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,OTHER,,,
MCP3192004J,230073896,Montgomery County Police,Property Damage Crash,2023-12-27T18:01:00.000,No,1,1,No,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,County,0.37,North,North,North,0,FEET,LEVEL,ELKIN ST,County,AMHERST AVE,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3245004X,230073892,Montgomery County Police,Property Damage Crash,2023-12-27T17:47:00.000,No,2,2,No,,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,LIGHT SUPPORT POLE,County,0.988,North,East,South,0.25,MILE,LEVEL,AIRPARK RD,County,ANTARES DR,N/A,WET,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
EJ7844001P,230073894,Gaithersburg Police Depar,Property Damage Crash,2023-12-27T17:20:00.000,Yes,0,0,Yes,PARKING LOT OF 751 PROSPECT WAY,DRIVER,SAME DIR REAR END,RAINING,DUSK,N/A,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP31260054,230073882,Montgomery County Police,Injury Crash,2023-12-27T17:20:00.000,No,1,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),21.269,North,North,North,0,FEET,HILL CREST,FREDERICK RD,County,LITTLE SENECA PKWY,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP2641003R,230073886,Montgomery County Police,Property Damage Crash,2023-12-27T17:15:00.000,No,0,1,No,,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,N/A,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,OTHER,Other Public Roadway,0.15,North,North,North,50,FEET,HILL UPHILL,PARKER FARM WAY,Other Public Roadway,RED EAGLE LA,N/A,WET,N/A,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,N/A
MCP2799007L,230073884,Montgomery County Police,Property Damage Crash,2023-12-27T17:15:00.000,No,1,4,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,County,0,North,West,North,0,FEET,LEVEL,FOREST GLEN RD,County,LINDEN LA (BACK),N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3030005Q,230073885,Montgomery County Police,Property Damage Crash,2023-12-27T17:11:00.000,Yes,0,1,No,,DRIVER,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,N/A,PARKED VEHICLE,N/A,N/A,County,0.51,North,South,South,500,FEET,LEVEL,WORTHINGTON DR,County,BALTIMORE AVE,N/A,WET,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,OTHER
MCP2286005T,230073881,Montgomery County Police,Injury Crash,2023-12-27T17:00:00.000,No,2,2,No,,DRIVER,HEAD ON LEFT TURN,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,County,2.15,South,West,South,0,FEET,LEVEL,REDLAND RD,Unknown,ENT SHADY GROVE METRO STATION,N/A,WET,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP2866008R,230073900,Montgomery County Police,Property Damage Crash,2023-12-27T16:59:00.000,No,2,2,No,,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OFF ROAD,FIXED OBJECT,N/A,County,0.71,East,East,East,100,FEET,LEVEL,CEDAR LA,Maryland (State),ROCKVILLE PIKE,N/A,WET,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3170003S,230073862,Montgomery County Police,Property Damage Crash,2023-12-27T16:50:00.000,Yes,0,1,No,,DRIVER,OTHER,RAINING,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",PARKED VEHICLE,N/A,N/A,County,0,South,South,South,500,FEET,LEVEL,LOCBURY DR,County,WATERS LANDING DR,N/A,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,SHOULDER AREA
