report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP2535002R,230074196,Montgomery County Police,Property Damage Crash,2023-12-29T18:15:00.000,No,0,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.26,East,West,East,0.0,FEET,LEVEL,RIVER RD,County,SEVEN LOCKS RD,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,RIGHT TURN LANE
MCP3145004M,230074199,Montgomery County Police,Injury Crash,2023-12-29T18:00:00.000,No,1,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,Missing,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,County,0.129,East,East,East,0.0,FEET,LEVEL,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP295400DT,230074200,Montgomery County Police,Property Damage Crash,2023-12-29T17:59:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.129,East,East,East,0.0,FEET,LEVEL,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,Missing,WET,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,2023-12-29T17:00:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),3.73,East,North,East,0.0,FEET,LEVEL,UNIVERSITY BLVD W,County,DENNIS AVE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2583003S,230074198,Montgomery County Police,Injury Crash,2023-12-29T16:40:00.000,No,1,2,No,Missing,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,Missing,UNKNOWN,OFF ROAD,FIXED OBJECT,TREE SHRUBBERY,County,1.11,North,North,South,0.3,MILE,LEVEL,ELMER SCHOOL RD,County,CLUB HOLLOW RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3123006Q,230074174,Montgomery County Police,Injury Crash,2023-12-29T16:31:00.000,No,1,2,No,Missing,NONMOTORIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,Missing,BICYCLE,Missing,Missing,County,0.0,East,East,East,0.0,FEET,LEVEL,MEDICAL CENTER DR,County,GREAT SENECA HWY,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",BICYCLIST,Missing,Missing
MCP23390096,230074180,Montgomery County Police,Property Damage Crash,2023-12-29T16:25:00.000,Yes,0,0,Yes,PARKING LOT OF 3860 INTERNATIONAL DR,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,Missing,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
EJ78520094,230074177,Gaithersburg Police Depar,Property Damage Crash,2023-12-29T16:11:00.000,No,1,2,No,Missing,UNKNOWN,OTHER,Missing,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),2.91,North,North,North,0.0,FEET,Missing,QUINCE ORCHARD RD,Municipality,FIRSTFIELD RD,GAITHERSBURG,DRY,INTERSECTION,OTHER,Missing,Missing,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3256002S,230074164,Montgomery County Police,Property Damage Crash,2023-12-29T14:53:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.51,East,East,East,25.0,FEET,LEVEL,BROADBIRCH DR,County,PLUM ORCHARD DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP23390095,230074166,Montgomery County Police,Property Damage Crash,2023-12-29T14:19:00.000,Yes,2,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Municipality,3.35,East,East,East,0.0,FEET,LEVEL,E GUDE DR,Municipality,TAFT ST,ROCKVILLE,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP28440079,230074136,Montgomery County Police,Property Damage Crash,2023-12-29T12:05:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,Missing,Missing,Missing,OTHER,County,0.11,West,East,West,100.0,FEET,LEVEL,LONGMEAD CROSSING DR,County,VILLAGE GATE DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ7887003Q,230074270,Gaithersburg Police Depar,Injury Crash,2023-12-29T12:00:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),2.103,North,South,North,0.0,FEET,LEVEL,GREAT SENECA HWY,Municipality,KENTLANDS BLVD,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP27710036,230074140,Montgomery County Police,Injury Crash,2023-12-29T10:03:00.000,No,0,0,Yes,PARKING LOT IN FRONT OF GIANT FOOD STORE AT 13781 CONNECTICUT AVENUE,DRIVER,OTHER,CLOUDY,DAYLIGHT,NO CONTROLS,Missing,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP3362002H,230073958,Montgomery County Police,Property Damage Crash,2023-12-29T09:10:00.000,Yes,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,County,0.7,South,North,South,500.0,FEET,LEVEL,CRESTHAVEN DR,County,DEVERE DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ7887003P,230074110,Gaithersburg Police Depar,Injury Crash,2023-12-29T08:40:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),16.28,North,South,North,0.0,FEET,LEVEL,FREDERICK RD,Municipality,TRAVIS AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP29650082,230074101,Montgomery County Police,Property Damage Crash,2023-12-29T05:42:00.000,Yes,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,PARKED VEHICLE,PARKED VEHICLE,Missing,County,0.0,West,West,West,50.0,FEET,LEVEL,BROOM DR,County,WICKHAM RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
DD5662000P,230074099,Rockville Police Departme,Property Damage Crash,2023-12-29T04:50:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,Missing,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),9.17,North,North,North,10.0,FEET,LEVEL,ROCKVILLE PIKE,Maryland (State),VEIRS MILL RD,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",Missing,Missing,Missing
MCP291400FD,230074078,Montgomery County Police,Injury Crash,2023-12-28T22:01:00.000,No,1,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),3.46,North,North,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,POWDER MILL RD,Missing,Missing,INTERSECTION,FOUR-WAY INTERSECTION,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3037005Q,230074072,Montgomery County Police,Property Damage Crash,2023-12-28T20:48:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,CURB,Maryland (State),8.06,East,East,East,5.0,FEET,LEVEL,CLOPPER RD,Maryland (State),GREAT SENECA HWY,Missing,DRY,OTHER,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
HA23250003,23002427,Maryland-National Capital,Property Damage Crash,2023-12-28T20:15:00.000,No,0,0,Yes,"VEH. LEFT ROADWAY, STRUCK 3 LARGE ROCKS",DRIVER,SINGLE VEHICLE,Missing,DARK NO LIGHTS,Missing,Missing,FIXED OBJECT,Missing,OTHER,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DM8494003P,230074062,Takoma Park Police Depart,Property Damage Crash,2023-12-28T19:40:00.000,No,2,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),1.65,East,Unknown,East,0.0,FEET,LEVEL,MONTROSE RD,Municipality,TOWER OAKS BLVD,ROCKVILLE,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP3360001F,230074056,Montgomery County Police,Property Damage Crash,2023-12-28T19:03:00.000,No,3,4,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,Missing,CURB,County,0.0,South,South,South,0.0,FEET,LEVEL,MIDCOUNTY HWY,Maryland (State),WOODFIELD RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3295003H,230074051,Montgomery County Police,Injury Crash,2023-12-28T18:06:00.000,Yes,0,2,No,Missing,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),4.31,East,West,East,0.0,FEET,LEVEL,SANDY SPRING RD,County,MCKNEW RD,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,UNKNOWN
MCP31930059,230074045,Montgomery County Police,Injury Crash,2023-12-28T17:55:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),3.58,North,South,North,0.0,FEET,LEVEL,GEORGIA AVE,County,BLUERIDGE AVE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3244002X,230074019,Montgomery County Police,Property Damage Crash,2023-12-28T15:08:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.39,East,East,East,20.0,FEET,LEVEL,FENTON ST,County,BONIFANT ST,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3170003T,230074035,Montgomery County Police,Property Damage Crash,2023-12-28T15:01:00.000,Yes,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,STOP SIGN,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,County,0.0,South,North,South,10.0,FEET,LEVEL,LOCBURY DR,County,WATERS LANDING DR,Missing,DRY,Missing,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ78980026,230074010,Gaithersburg Police Depar,Property Damage Crash,2023-12-28T14:25:00.000,Yes,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Maryland (State),15.03,North,South,North,0.0,FEET,LEVEL,FREDERICK RD,Municipality,ODENDHAL AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2212004Q,230074008,Montgomery County Police,Property Damage Crash,2023-12-28T13:58:00.000,No,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,"N/A, NONE DETECTED",OTHER VEHICLE,Missing,Missing,County,2.13,West,West,West,0.0,FEET,LEVEL,BEL PRE RD,County,CHESTERFIELD RD,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3350002H,230074012,Montgomery County Police,Property Damage Crash,2023-12-28T13:58:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.78,North,South,South,100.0,FEET,GRADE DOWNHILL,LELAND ST,County,VALE ST,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
EJ7858008M,230073974,Gaithersburg Police Depar,Injury Crash,2023-12-28T11:25:00.000,No,1,2,No,Missing,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,UNKNOWN,FIXED OBJECT,FIXED OBJECT,GUARDRAIL OR BARRIER,Interstate (State),9.75,North,East,North,0.0,FEET,HILL CREST,EISENHOWER MEMORIAL HWY,Ramp,RAMP 5 FR IS 270 SB TO IS 370 EB,Missing,WET,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,Missing,Missing,Missing
MCP27710035,230073971,Montgomery County Police,Property Damage Crash,2023-12-28T10:54:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION RIGHT TURN,RAINING,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),7.1,North,South,North,0.0,FEET,GRADE DOWNHILL,GEORGIA AVE,Unknown,ENT TO BUSINESS,Missing,WET,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD559500FJ,230073966,Rockville Police Departme,Property Damage Crash,2023-12-28T10:40:00.000,No,0,0,Yes,PARKING LOT OF 15801 FREDERICK RD,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,Missing,NONE DETECTED,FIXED OBJECT,Missing,OTHER,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP28140046,230073956,Montgomery County Police,Property Damage Crash,2023-12-28T09:25:00.000,No,0,1,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,Ramp,0.26,South,East,North,0.5,MILE,GRADE DOWNHILL,RAMP 5 FR IS 270 SB TO IS 370 EB,Ramp,RAMP 8 FR RAMP 5 TO RAMP 1 (TO IS370),Missing,WET,INTERCHANGE RELATED,Missing,ON RAMP MID AREA,CURVE LEFT,NO DEFECTS,Missing,Missing,Missing,ON RAMP
MCP31650051,230073948,Montgomery County Police,Property Damage Crash,2023-12-28T08:30:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAWN,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,US (State),7.68,North,North,South,50.0,FEET,LEVEL,COLUMBIA PIKE,County,FAIRLAND RD,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP28180051,230073940,Montgomery County Police,Property Damage Crash,2023-12-28T07:20:00.000,No,3,3,No,Missing,DRIVER,OTHER,RAINING,DAWN,YIELD SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),19.48,East,West,West,30.0,FEET,LEVEL,KEY WEST AVE,Unknown,SPUR FR SHADY GROVE RD,Missing,WET,INTERSECTION RELATED,OTHER,Missing,CURVE RIGHT,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP242500J2,230073939,Montgomery County Police,Property Damage Crash,2023-12-28T07:03:00.000,No,0,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.42,West,East,West,0.0,FEET,DIP SAG,BEL PRE RD,County,CONNECTICUT AVE,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,LEFT TURN LANE
MCP29910096,230073938,Montgomery County Police,Injury Crash,2023-12-28T06:30:00.000,No,1,2,No,Missing,DRIVER,OTHER,RAINING,DAWN,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),9.98,North,North,North,0.1,FEET,LEVEL,NEW HAMPSHIRE AVE,County,BRIGGS CHANEY RD,Missing,WET,Missing,OTHER,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP23350024,230073936,Montgomery County Police,Injury Crash,2023-12-28T05:25:00.000,No,3,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.45,South,North,South,0.0,FEET,LEVEL,RIDGE RD,County,OBSERVATION DR,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3277003D,230073934,Montgomery County Police,Property Damage Crash,2023-12-28T05:09:00.000,No,0,3,No,Missing,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,CURB,County,0.72,North,East,North,150.0,FEET,LEVEL,WATKINS MILL RD,Unknown,END BRIDGE,Missing,WET,INTERCHANGE RELATED,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,MEDIAN AREA
HA24930006,23002420,Maryland-National Capital,Injury Crash,2023-12-28T00:56:00.000,No,0,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,3.97,East,West,East,0.0,FEET,LEVEL,RANDOLPH RD,County,GLENALLAN AVE,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,MEDIAN AREA
MCP2582004Y,230073926,Montgomery County Police,Property Damage Crash,2023-12-27T23:46:00.000,No,1,1,No,Missing,DRIVER,OPPOSITE DIRECTION SIDESWIPE,RAINING,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,County,2.175,West,West,East,200.0,FEET,GRADE DOWNHILL,BONIFANT RD,County,BONIFIANT PARK DR,Missing,WET,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
DM85220015,230073912,Takoma Park Police Depart,Property Damage Crash,2023-12-27T20:50:00.000,Yes,2,2,No,Missing,DRIVER,OTHER,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, NONE DETECTED",OTHER VEHICLE,Missing,Missing,Missing,0.0,Missing,East,East,60.0,FEET,LEVEL,UNIVERSITY BLVD E,Missing,NEW HAMPSHIRE AVE,Missing,WET,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP32490059,230073909,Montgomery County Police,Property Damage Crash,2023-12-27T20:06:00.000,No,2,3,No,Missing,UNKNOWN,HEAD ON LEFT TURN,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,County,3.42,East,West,East,0.0,FEET,LEVEL,BRIGGS CHANEY RD,Unknown,ENT TO BRIGGS CHANEY OUTLETS,Missing,WET,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1233005G,230073906,Montgomery County Police,Injury Crash,2023-12-27T19:42:00.000,No,1,1,No,Missing,DRIVER,Missing,RAINING,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,PEDESTRIAN,Missing,Missing,County,0.49,East,North,East,0.0,FEET,LEVEL,HAMPDEN LA,County,ARLINGTON RD,Missing,WET,INTERSECTION,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",PEDESTRIAN,NONE DETECTED,Missing
MCP3325002P,230073904,Montgomery County Police,Injury Crash,2023-12-27T19:21:00.000,No,1,1,No,Missing,DRIVER,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,BUILDING,County,0.71,North,North,North,20.0,FEET,LEVEL,GALWAY DR,County,FAIRLAND RD,Missing,WET,OTHER,ROUNDABOUT,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3262003T,230073905,Montgomery County Police,Property Damage Crash,2023-12-27T19:09:00.000,No,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,County,1.85,North,North,North,10.0,FEET,OTHER,GREENCASTLE RD,Unknown,GATEWAY TER,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP3192004J,230073896,Montgomery County Police,Property Damage Crash,2023-12-27T18:01:00.000,No,1,1,No,Missing,UNKNOWN,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,County,0.37,North,North,North,0.0,FEET,LEVEL,ELKIN ST,County,AMHERST AVE,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3245004X,230073892,Montgomery County Police,Property Damage Crash,2023-12-27T17:47:00.000,No,2,2,No,Missing,DRIVER,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,LIGHT SUPPORT POLE,County,0.988,North,East,South,0.25,MILE,LEVEL,AIRPARK RD,County,ANTARES DR,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
EJ7844001P,230073894,Gaithersburg Police Depar,Property Damage Crash,2023-12-27T17:20:00.000,Yes,0,0,Yes,PARKING LOT OF 751 PROSPECT WAY,DRIVER,SAME DIR REAR END,RAINING,DUSK,Missing,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
