report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP29660072,230074296,Montgomery County Police,Injury Crash,2023-12-30T16:28:00.000,,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,D3AD9DF1-E60E-40FE-81F9-CE1E37EEC8BC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,78042DD4-BC14-4D95-9751-B7CC056CEC36,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,45,No,No,2018,NISSAN,ALTIMA,NO MISUSE,County,GERMANTOWN RD,Maryland (State),FREDERICK RD,N/A,N/A,,
MCP29660072,230074296,Montgomery County Police,Injury Crash,2023-12-30T16:28:00.000,,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,5AEF16A8-60CF-48BB-9222-6442E1D4F7F4,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,42E632C3-B3B5-4A9F-AB6D-3F02B8A0E3BE,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,No,No,2009,HONDA,CIVIC,N/A,County,GERMANTOWN RD,Maryland (State),FREDERICK RD,N/A,N/A,,
MCP24560089,230074284,Montgomery County Police,Property Damage Crash,2023-12-30T14:45:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,7619F479-3E2A-4A0A-AAAF-4C7A96041DB5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,962D41AA-727A-4898-81F7-A55A3EC88B74,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,35,No,No,2012,TOYOTA,RAV4,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,ADELPHI RD,N/A,DRY,,
MCP24560089,230074284,Montgomery County Police,Property Damage Crash,2023-12-30T14:45:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,F1B3E108-1320-4939-B0C7-C1632A7D9FA4,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,009887B5-4E38-4D6D-8F30-DE74DE1809E5,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2011,TOYOTA,CAMRY,UNKNOWN,Maryland (State),NEW HAMPSHIRE AVE,County,ADELPHI RD,N/A,DRY,,
DD5610008N,230074283,Rockville Police Departme,Property Damage Crash,2023-12-30T14:14:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,N/A,EC4ACD06-576F-422F-AC21-C284F9F6445C,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,851537F4-A64C-4069-B0AB-67FB81088035,DISABLING,TWELVE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,20,No,No,2012,HONDA,ODYSSEY,UNKNOWN,Municipality,E JEFFERSON ST,Municipality,HALPINE RD,ROCKVILLE,DRY,,
MCP2592003J,230074268,Montgomery County Police,Injury Crash,2023-12-30T11:43:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,N/A,NONE DETECTED,5E809FAC-914B-428B-97F4-C0813426A7C9,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,017D84FD-834C-44AC-BE03-0473B2988B5E,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,No,No,2011,NISSAN,SENTRA,NO MISUSE,,STEWARTOWN RD,,GREEN VILLAGE DR,N/A,DRY,,
MCP2592003J,230074268,Montgomery County Police,Injury Crash,2023-12-30T11:43:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,N/A,NONE DETECTED,332862C1-C129-4246-96B1-E420C36493C5,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,491266EA-E5C2-4DDF-860E-274F037EC5EA,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,North,25,No,No,2016,TOYOTA,CAMRY,NO MISUSE,,STEWARTOWN RD,,GREEN VILLAGE DR,N/A,DRY,,
MCP285900FP,230074269,Montgomery County Police,Property Damage Crash,2023-12-30T11:40:00.000,,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,7F1B8AEE-0C7C-4EBE-968D-F3750A2265BE,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,B111131D-C25D-47CF-8D65-6E8489DE2F75,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2022,TOYT,CAMRY,NO MISUSE,County,SHADY GROVE RD,Municipality,CHOKE CHERRY RD,ROCKVILLE,DRY,,
MCP3129008C,230074266,Montgomery County Police,Property Damage Crash,2023-12-30T11:21:00.000,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,AAA2C6D2-5B2C-4D9E-84B0-479AA6E6522C,No,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,5CDD6C3B-EBDD-4505-8E86-9BBDE567696B,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2003,HOND,4S,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,WELLER RD,N/A,DRY,,
MCP3129008C,230074266,Montgomery County Police,Property Damage Crash,2023-12-30T11:21:00.000,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,59BEF4D0-B4F1-4B1D-ABF6-F3D6A3A87BC7,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,4B53E90B-18FB-448F-9D57-29C6DC595768,FUNCTIONAL,FOUR OCLOCK,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,35,No,No,2003,TOYOTA,CORROLLA,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,WELLER RD,N/A,DRY,,
MCP3268003N,230074264,Montgomery County Police,Injury Crash,2023-12-30T11:19:00.000,,SINGLE VEHICLE,CLEAR,DAYLIGHT,RAILWAY CROSSING DEVICE,NONE DETECTED,152B0DAB-2FD0-4EFD-87A1-6234717EB8BB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,0475E11A-4227-4A8F-A4C2-42A68C1DA3AE,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,No,No,2012,TOYOTA,CAMRY,NO MISUSE,County,GREENCASTLE RD,Unknown,LANSDALE CT,N/A,DRY,PEDESTRIAN,NONE DETECTED
MCP2203007Y,230074254,Montgomery County Police,Injury Crash,2023-12-30T09:45:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,A87C1D56-8891-471E-A72F-EC2B9C502958,No,SUSPECTED MINOR INJURY,"N/A, PHYSICAL OBSTRUCTION(S)",NOT DISTRACTED,MD,8570F6CB-9EB1-4A5B-9BA6-273DBF95F71D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,No,No,2021,TESL,HB,NO MISUSE,County,GRANDVIEW AVE,County,KENSINGTON BLVD,N/A,DRY,,
MCP2203007Y,230074254,Montgomery County Police,Injury Crash,2023-12-30T09:45:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,015BFDC8-B8DD-4F2F-8BFF-CBC33F92D3E8,Yes,SUSPECTED MINOR INJURY,"N/A, PHYSICAL OBSTRUCTION(S)",NOT DISTRACTED,MD,7BC91637-A66D-449C-93F7-5540E9A7F4EF,DISABLING,TEN OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,West,25,No,No,2015,ACURA,MDX,NO MISUSE,County,GRANDVIEW AVE,County,KENSINGTON BLVD,N/A,DRY,,
MCP2592003H,230074252,Montgomery County Police,Property Damage Crash,2023-12-30T06:50:00.000,,SAME DIR REAR END,UNKNOWN,DAWN,N/A,UNKNOWN,ACE095FB-1425-4AD5-929C-51018151274B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,F6CEF1A0-27ED-467A-AD5C-08A6C386086D,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,Unknown,Unknown,25,No,No,1998,GMC,VAN,UNKNOWN,County,CENTERWAY RD,County,HARKNESS LA,N/A,DRY,,
MCP2536004X,230074244,Montgomery County Police,Injury Crash,2023-12-30T04:55:00.000,,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,79A4959A-6666-4F6C-A1F0-46D8251F630E,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,56867E9F-05DD-4C4C-A28B-C8D334C2EF2C,DESTROYED,TWO OCLOCK,TWO OCLOCK,OTHER,MOVING CONSTANT SPEED,North,North,35,No,No,2017,BMW,2S,NO MISUSE,Maryland (State),GEORGIA AVE,County,RANDOLPH RD,N/A,DRY,OTHER,NONE DETECTED
MCP28000064,230074243,Montgomery County Police,Property Damage Crash,2023-12-30T03:47:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,BE0A1EE9-5296-46EE-902F-A42E6AEC059C,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7D643EB1-259C-4E40-962B-28AC41F29BC9,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,1999,JEEP,UT,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Unknown,ENT TO NATIONAL NAVAL MEDICAL CTR,N/A,DRY,,
MCP2907002X,230074240,Montgomery County Police,Property Damage Crash,2023-12-30T03:06:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,8662EE70-45D1-4C2F-AA98-7A38D7742C08,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2445842B-30FB-421D-838B-26A7A1F3B468,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2004,HONDA,ACCORD,NO MISUSE,County,SUNDALE DR,County,QUINTON RD,N/A,DRY,,
MCP33370026,230074234,Montgomery County Police,Property Damage Crash,2023-12-30T01:20:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,6A7AB295-9B13-4222-AB09-BB23EDCB2BB8,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,102D2A79-95D3-4A59-965C-9040019791E2,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,West,40,No,No,2014,VOLK,PASSAT,NO MISUSE,County,RANDOLPH RD,Maryland (State),NEW HAMPSHIRE AVE,N/A,DRY,,
MCP33370026,230074234,Montgomery County Police,Property Damage Crash,2023-12-30T01:20:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,BCFD07CE-4367-4E78-9B27-6986AED16266,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AC153E9B-6914-4814-A228-9EB6CFA752A3,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,West,40,No,No,2023,TOYOTA,HIGHLANDER,NO MISUSE,County,RANDOLPH RD,Maryland (State),NEW HAMPSHIRE AVE,N/A,DRY,,
MCP200800B0,230074231,Montgomery County Police,Property Damage Crash,2023-12-29T23:18:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,N/A,ALCOHOL CONTRIBUTED,804F5277-94DD-4B2B-901D-3882CF5F3E20,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,D7D5FC5D-B13C-4327-B5E1-ADD959337BB1,DISABLING,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,30,No,No,2022,HOND,PASSPORT,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,MONTGOMERY AVE,GAITHERSBURG,DRY,,
MCP33220029,230074222,Montgomery County Police,Property Damage Crash,2023-12-29T22:03:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,D38BDA18-D583-42BD-A30A-B4C07FB1F3FF,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,EFA7BC20-54E3-4990-90A5-CEDF368ACA73,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,PASSING,South,South,25,No,No,2021,NISSAN,SENTRA,NO MISUSE,County,PARKLAND DR,County,HEATHFIELD RD,N/A,DRY,,
MCP25070024,230074218,Montgomery County Police,Injury Crash,2023-12-29T21:23:00.000,,OTHER,N/A,DARK LIGHTS ON,N/A,N/A,FB515268-2329-48D5-B0F2-00512A0AA9AF,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,5BCEDDCE-9E92-446B-A513-287C0375B2B8,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,North,35,No,No,2022,HYUN,SD,NO MISUSE,County,TRAVILAH RD,County,NATIA MANOR DR,N/A,DRY,,
MCP25070024,230074218,Montgomery County Police,Injury Crash,2023-12-29T21:23:00.000,,OTHER,N/A,DARK LIGHTS ON,N/A,N/A,5675D4DE-904F-4990-8C81-2E4C46B8B33E,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,0669FF67-335B-4003-9B62-5AB4B8025FC9,DISABLING,ELEVEN OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,35,No,No,2024,BMW,X5,NO MISUSE,County,TRAVILAH RD,County,NATIA MANOR DR,N/A,DRY,,
MCP33220028,230074214,Montgomery County Police,Property Damage Crash,2023-12-29T20:27:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,N/A,672CF5E9-C108-4359-A86A-CFA4D0849E74,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6CDCEEC4-6593-42C8-9672-39EF42FACA6B,FUNCTIONAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2017,NISAN,ROGUE,NO MISUSE,Maryland (State),VEIRS MILL RD,County,CENTERHILL ST,N/A,DRY,,
MCP33220028,230074214,Montgomery County Police,Property Damage Crash,2023-12-29T20:27:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,N/A,01B77AF1-A243-482F-AA7D-BFBA65782F3A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,6A6259D7-4BD4-47D8-8F35-ED5C2D6B0319,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,35,No,No,2009,FORD,ECONOLINE,N/A,Maryland (State),VEIRS MILL RD,County,CENTERHILL ST,N/A,DRY,,
MCP2898004D,230074210,Montgomery County Police,Injury Crash,2023-12-29T19:59:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,5434C82C-AB1F-46F8-9B62-25EDB840774E,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,D4457A1F-F1BC-4DD8-93FD-A11FD6165FD3,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,No,No,2017,HONDA,SUV,NO MISUSE,Maryland (State),GERMANTOWN RD,Maryland (State),FREDERICK RD,N/A,DRY,,
MCP2898004D,230074210,Montgomery County Police,Injury Crash,2023-12-29T19:59:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,F58869EF-5C86-4DF6-95BA-1EAE0E34BE54,Yes,NO APPARENT INJURY,N/A,OTHER ELECTRONIC DEVICE (NAVIGATIONAL PALM PILOT),MD,CD9CD3C3-3277-4073-9A8C-D61BBABB2F4B,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,North,40,No,No,2019,JEEP,TK,NO MISUSE,Maryland (State),GERMANTOWN RD,Maryland (State),FREDERICK RD,N/A,DRY,,
EJ7876006Q,230074206,Gaithersburg Police Depar,Injury Crash,2023-12-29T19:45:00.000,,HEAD ON,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,F882F41E-FFA1-414C-BDF7-6F5E656DF6C4,Yes,SUSPECTED MINOR INJURY,N/A,OTHER ELECTRONIC DEVICE (NAVIGATIONAL PALM PILOT),MD,915A2E94-3E77-45F8-B4C1-4D87D19BE3FE,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2010,MAZDA,3,N/A,Maryland (State),W DIAMOND AVE,Ramp,RAMP 6 FR MD 117 EB TO IS 270 SB,N/A,DRY,,
EJ7876006Q,230074206,Gaithersburg Police Depar,Injury Crash,2023-12-29T19:45:00.000,,HEAD ON,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,C4F33C90-0EF6-493A-B6F2-20665DE6805B,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,91209F4D-E18A-4356-BA90-D7A540FC013D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2012,NISSAN,SENTRA,NO MISUSE,Maryland (State),W DIAMOND AVE,Ramp,RAMP 6 FR MD 117 EB TO IS 270 SB,N/A,DRY,,
MCP2535002R,230074196,Montgomery County Police,Property Damage Crash,2023-12-29T18:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,B75628A9-38F5-46DF-A001-5005E361D8EB,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",INATTENTIVE OR LOST IN THOUGHT,MD,E3F67036-95E1-43F7-8C0F-1951E402E026,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,No,No,2010,SUBARU,FORESTER,NO MISUSE,Maryland (State),RIVER RD,County,SEVEN LOCKS RD,N/A,WET,,
MCP2535002R,230074196,Montgomery County Police,Property Damage Crash,2023-12-29T18:15:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,BFB41751-F27F-47DE-BC9D-827D3116CF7A,No,NO APPARENT INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,7AEFCBD1-045A-4D11-844E-ED2A76463E31,FUNCTIONAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,ACCELERATING,North,North,30,No,No,2008,NISSAN,FRONTIER,NO MISUSE,Maryland (State),RIVER RD,County,SEVEN LOCKS RD,N/A,WET,,
MCP3145004M,230074199,Montgomery County Police,Injury Crash,2023-12-29T18:00:00.000,,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,N/A,NONE DETECTED,36849793-76A3-4ACC-91C0-99C24933039C,Yes,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",INATTENTIVE OR LOST IN THOUGHT,MD,D5C0B12F-F3EF-4808-BE8A-98F9A5C33989,FUNCTIONAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,East,East,35,No,No,2023,SUBARU,SPORT UTILITY,NO MISUSE,County,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,N/A,DRY,,
MCP3145004M,230074199,Montgomery County Police,Injury Crash,2023-12-29T18:00:00.000,,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,N/A,NONE DETECTED,46489A5F-D196-4B1E-8F59-7F114DC844CD,No,SUSPECTED SERIOUS INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",NOT DISTRACTED,MD,83628A45-565B-404F-8EE6-ADB49787D5DE,DESTROYED,NINE OCLOCK,NINE OCLOCK,PASSENGER CAR,PARKED,,,35,No,Yes,2014,NISSAN,ROGUE,OTHER,County,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,N/A,DRY,,
MCP295400DT,230074200,Montgomery County Police,Property Damage Crash,2023-12-29T17:59:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,7071F1AC-CEA1-42CB-A268-A5561CDB61C1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,18A3FA97-EDD5-4DC2-831D-43BA8CC6C313,FUNCTIONAL,FOUR OCLOCK,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2014,NISSAN,ROGUE,NO MISUSE,County,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,N/A,WET,,
MCP295400DT,230074200,Montgomery County Police,Property Damage Crash,2023-12-29T17:59:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,6CC0B397-1742-49CE-A2DB-BC75769D0E1C,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,88A19D47-F0D1-4A43-B86C-4B5AAD4571E6,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,North,35,No,No,2016,NISSAN,MURANO,NO MISUSE,County,POWDER MILL RD,Unknown,ENT TO HILLANDALE SHOPPING CENTER,N/A,WET,,
MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,2023-12-29T17:00:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,9FDCC502-0E21-4E9E-8DE2-A82370133959,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,XX,2FE4B78F-EC90-41FA-B67E-9A9B519010EE,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,South,35,No,No,2006,HONDA,CIVIC,NO MISUSE,Maryland (State),UNIVERSITY BLVD W,County,DENNIS AVE,N/A,DRY,,
MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,2023-12-29T17:00:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,D28AAC6F-C3D9-4BC5-9AD6-F5A7066A28DA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7788EC33-B74E-4A4F-8245-B1185C2962BD,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2018,CHEV,CP,NO MISUSE,Maryland (State),UNIVERSITY BLVD W,County,DENNIS AVE,N/A,DRY,,
MCP2583003S,230074198,Montgomery County Police,Injury Crash,2023-12-29T16:40:00.000,,SINGLE VEHICLE,CLOUDY,DAYLIGHT,N/A,UNKNOWN,415BB847-503D-4691-B241-9C33CA08849F,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,TX,DF8F53C6-27DC-42B4-82BB-6F3503D7433E,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,UNKNOWN,West,West,30,No,No,2005,FORD,EXPLORER,N/A,County,ELMER SCHOOL RD,County,CLUB HOLLOW RD,N/A,DRY,,
MCP3123006Q,230074174,Montgomery County Police,Injury Crash,2023-12-29T16:31:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,8DA9419A-0462-41C9-A6DA-34E8888975C0,No,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,F511AF2E-B5FB-47F6-B646-D441067A01F9,SUPERFICIAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,30,No,No,2019,TOYOTA,CAMRY,N/A,County,MEDICAL CENTER DR,County,GREAT SENECA HWY,N/A,DRY,BICYCLIST,N/A
MCP23390096,230074180,Montgomery County Police,Property Damage Crash,2023-12-29T16:25:00.000,PARKING LOT OF 3860 INTERNATIONAL DR,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,N/A,54A60F67-000A-4A56-BFDB-0115157760A7,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,0032A1F2-FAEE-4F1A-B76D-2024B581852F,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,PARKING,Unknown,Unknown,15,No,No,2019,TOYOTA,TACOMA,UNKNOWN,,,,,,,,
EJ78520094,230074177,Gaithersburg Police Depar,Property Damage Crash,2023-12-29T16:11:00.000,,OTHER,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,2026F423-FFFC-46CA-8F00-00016D9A188E,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,71605C2B-8F90-4A30-87F8-88A83918CF41,FUNCTIONAL,FIVE OCLOCK,FIVE OCLOCK,PASSENGER CAR,N/A,Unknown,Unknown,35,No,No,2019,CHEVROLET,EQUINOX,N/A,Maryland (State),QUINCE ORCHARD RD,Municipality,FIRSTFIELD RD,GAITHERSBURG,DRY,,
EJ78520094,230074177,Gaithersburg Police Depar,Property Damage Crash,2023-12-29T16:11:00.000,,OTHER,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,DA651598-A24D-4ECB-BCB7-71915AE4C3A0,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,A161AAB5-1EC7-4E1F-961A-518B6932B9EE,FUNCTIONAL,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,UNKNOWN,Unknown,Unknown,35,No,No,2017,TOYT,4S,N/A,Maryland (State),QUINCE ORCHARD RD,Municipality,FIRSTFIELD RD,GAITHERSBURG,DRY,,
MCP3256002S,230074164,Montgomery County Police,Property Damage Crash,2023-12-29T14:53:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,EDC5A5B4-6879-49E2-B7FE-9CBCA6DF5027,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7367FE30-81D8-4CB5-8056-1D23CA78D352,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,East,East,35,No,No,2016,FORD,TRANSIT,NO MISUSE,County,BROADBIRCH DR,County,PLUM ORCHARD DR,N/A,DRY,,
